Gene names	Protein IDs	Mock - 4 hr Rep 1	4 hr Rep 1	12 hr Rep 1	24 hr Rep 1	48 hr Rep 1	72 hr Rep 1	96 hr Rep 1	Mock - 96 hr Rep 1	Mock - 4 hr Rep 2	4 hr Rep 2	12 hr Rep 2	24 hr Rep 2	48 hr Rep 2	72 hr Rep 2	96 hr Rep 2	Mock - 96 hr Rep 2	Mock - 4 hr Rep 3	4 hr Rep 3	12 hr Rep 3	24 hr Rep 3	48 hr Rep 3	72 hr Rep 3	96 hr Rep 3	Mock - 96 hr Rep 3
AKAP8L	Q9ULX6;Q9ULX6-2	-0.084344371	-0.010949314	0.133771384	0.196356682	0.196243875	0.139852692	0.10664995	-0.00602401	-0.094347819	-0.044090716	0.033677652	0.013732928	0.073819813	0.097494315	0.106068618	-0.160019545	-0.134690944	-0.074807786	-0.028341048	-0.027181998	-0.028936344	0.018562394	0.098224562	-0.103385093
FAM185A	Q8N0U4;Q8N0U4-3;Q8N0U4-2	-0.02607267	-0.067794613	0.131069591	0.100713807	0.154781301	0.195094177	0.088227642	0.062373959	-0.034452583	-0.051549828	-0.071790826	-0.042230024	0.058219054	0.063759881	0.149821796	0.007497596	0.065806047	0.014111353	0.018187875	3.98E-04	-0.041334217	0.093720491	0.016048161	0.00723108
TERF1	P54274;P54274-2	-0.015426675	-0.102007261	0.093906084	0.106488939	0.027236051	0.031109625	0.015236162	-0.125136498	-0.062952912	-0.009466611	0.02327701	0.053619497	0.144836853	0.02867031	0.024922452	-0.095728834	0.006416956	-0.027275752	0.073905317	0.205561458	0.203714233	0.062523927	0.011878437	-0.161980939
GOLGB1	Q14789;Q14789-4;REV__Q8N884-2;REV__Q8N884	-0.00682798	-0.094272253	-0.282315044	-0.299092234	0.109202575	0.344134528	0.230288131	0.140816899	-0.052605763	-0.075582952	-0.480552941	-0.416646053	-0.084452507	0.168517388	0.153186154	-0.011587186	-0.03953448	-0.004501186	-0.444771285	-0.453271382	-0.120276091	0.169732755	0.165459284	0.071184686
ATP6AP2	O75787;O75787-2	-0.470301708	-0.427134801	-0.223386859	-0.507690354	-0.07554397	0.480777583	0.389111205	0.291312364	-0.314820932	-0.396647761	-0.413563848	-0.267829438	-0.082871674	0.334882897	0.373540083	0.112563932	-0.305549729	-0.336188453	-0.235244639	-0.411861234	-0.005933161	0.387996461	0.471018167	0.125968559
CEBPB	P17676;P17676-2	-0.033645875	-0.158086081	-0.314603476	-0.227979901	-0.433495756	-0.048255954	0.125731783	0.054168846	0.01741765	-0.120951128	-0.099491774	0.104395265	0.050207101	0.115656491	0.037015853	0.376810304	0.180841899	0.166955362	0.107239953	0.364778893	0.224912714	0.335959211	0.261221702	0.292273115
SNRNP40	Q96DI7;Q96DI7-2	-0.057953079	-0.319131531	0.207896327	0.016201088	-0.273488477	0.334757229	-0.06670596	0.240802097	0.040313113	-0.034174163	0.160949898	0.001245614	0.301481049	0.211883173	0.152012895	0.376615194	0.048303232	0.071672453	0.135889532	0.314356878	0.255007308	0.428001244	0.233354499	0.149472475
ASPH	Q12797;Q12797-10;Q12797-6;Q12797-11;Q12797-2;Q12797-7;Q12797-9;Q12797-5;Q12797-8;Q12797-3;Q12797-4	0.227841672	0.055137161	0.368949087	0.298822057	0.215398043	0.343548514	0.144557142	0.108045028	-0.111037932	0.082710368	0.105398743	0.095313642	0.053544886	0.084320215	-0.01542946	-0.144466761	-0.05444167	-0.124997902	0.083928864	0.016397872	0.087272079	0.083573763	-0.020000237	-0.112217127
PHF20	Q9BVI0;Q9BVI0-2	0.075359609	0.026204228	0.109080576	0.145668676	-0.101061976	-0.106600264	-0.064513065	0.198297377	-0.075339124	-0.184286735	0.004307667	0.062507174	-0.142941521	-0.073605629	-0.188443585	-0.069001658	0.039559257	0.177008025	0.165008795	0.077576353	-0.060849579	0.270061767	-0.059041763	0.156045837
DDX39A	O00148;O00148-2;O00148-3	-0.068598368	-0.098751687	-0.357774548	-0.255613518	-0.081348035	0.064235897	0.213557632	0.118142112	-0.047977291	-0.132019764	-0.295724289	-0.253337166	-0.086525026	0.101921067	0.197803998	0.136382857	-0.138834473	-0.010684643	-0.229620878	-0.248142892	-0.188944997	0.151105281	0.194658273	0.134046136
MRPL42	Q9Y6G3	0.252752554	0.172551123	0.298823931	0.209991869	0.091154182	0.154757522	0.017274566	0.06576539	0.079427534	0.02651745	0.030967421	-0.019585745	-0.008913273	-0.065195521	-0.110445247	-0.132754481	0.065398432	0.088847602	0.02250308	-0.082165191	-0.224770624	-0.148118601	-0.150283958	-0.252647425
RPUSD3	Q6P087;Q6P087-2;Q6P087-3	0.352192665	0.220218735	-0.024502373	-0.307282688	-0.490888609	-0.268217016	-0.20194655	-0.074100059	0.462084778	0.147817027	0.072960027	-0.061932557	-0.231731824	-0.088725499	-0.111725596	0.254691216	0.355845631	0.321397977	0.009769479	-0.278008742	-0.310241268	-0.016893114	-0.104604271	0.015423084
RRP36	Q96EU6;Q96EU6-2	-0.264828208	-0.148860119	-0.398099203	-0.240632595	0.230729176	0.48322358	0.408327915	-0.013484997	-0.300243795	-0.254960143	-0.651131597	-0.360359052	0.045862518	0.327474002	0.35790276	-0.120069899	-0.256715925	-0.182070853	-0.542053615	-0.43065082	-0.168832958	0.235015471	0.186237191	-0.104293591
TOMM40	O96008;O96008-2	-0.135809187	-0.105350339	-0.001029717	-0.003838406	0.020414679	0.023374028	-0.123002661	0.016656238	-0.084888027	-0.146890162	0.109351956	-0.101540526	0.031065434	-0.020142312	-0.034997867	-0.01895832	-0.049580682	0.022841781	0.143252602	0.024299201	0.145052788	0.116948715	0.044912261	0.019977091
FAM204A	Q9H8W3	-0.855124077	-0.792303431	-0.667139143	-0.449975281	0.268626376	0.568771004	0.112693534	-0.785467185	0.032389598	-0.181409413	0.083863622	0.140159235	0.2079903	0.31883684	0.286626056	-0.087421765	-0.256029784	-0.23405402	-0.196875752	-0.046029006	0.159145265	0.11463956	0.191702332	-0.301942747
SPOCK2	Q92563;Q92563-2	-0.370320337	-0.200212289	-0.749519624	0.189084725	0.338991732	-0.067107821	-0.454466426	-0.440588352	-0.169368114	-0.129947459	-0.493405577	-0.206598171	0.459809304	0.071577403	-0.198587643	-0.509699383	0.51740926	-0.319090937	-0.585460988	0.332531497	-0.805213319	-0.18945547	0.035678879	-0.186002109
TBC1D23	Q9NUY8;Q9NUY8-2	0.013761539	0.022468461	0.393522418	0.420157589	0.265113702	0.058047117	-0.204656625	-0.037085816	-0.219735328	-0.006435605	0.077827847	0.223216933	0.172272369	-0.051550598	-0.293635397	-0.188632874	-0.086212168	-0.208518689	0.126531509	0.213790629	0.14038279	-0.151257341	-0.396289705	-0.227366087
PPIH	O43447;O43447-2	-0.159296555	-0.138366236	-0.109515352	-0.097565935	-0.048939908	0.046638289	0.138663869	0.080756337	-0.078805489	-0.192233363	-0.118720247	-0.12353732	-0.046541764	0.085895138	0.162184871	0.098433458	-0.173166546	-0.220095223	-0.09646784	-0.022852753	-0.003481539	0.037604016	0.111338828	0.050818777
SUPT3H	O75486;O75486-4	-0.044753664	-0.037600922	-0.247015027	-0.215455137	-0.143823097	-7.46E-04	0.115766723	0.035161691	-0.004452727	0.022632453	-0.111746715	-0.106397634	-0.06434703	0.060868236	0.086139267	0.054626332	0.064843347	0.07708817	-0.044934278	-0.11183417	0.034107045	0.200437283	0.292624656	0.074243512
TOMM5	Q8N4H5;Q8N4H5-3;Q8N4H5-2	-0.018471653	-0.118269976	0.273440932	-0.039289845	0.022286748	0.120959018	0.10325447	0.206069807	-0.001069441	-0.084724417	0.010558312	0.049561366	0.090345668	0.001876449	-0.195711349	0.094360202	-0.008622244	0.042442774	0.188615613	0.206596065	0.080402648	0.183536108	0.045369788	0.180073662
RAD9A	Q99638	-0.100994174	-0.105078844	0.075007042	-0.069678485	-0.131326687	0.043730831	0.081093262	0.119393051	-0.041070315	-0.046467308	0.059278604	0.021363814	-0.03786418	0.022385814	0.051834735	0.156859584	-0.104753645	-0.091762144	0.0102445	0.014504031	-0.110124071	0.016873152	0.03356909	0.067796736
ZBTB44	Q8NCP5;Q8NCP5-3;Q8NCP5-4;Q8NCP5-2	0.091340792	-0.108055962	0.292665587	0.260266036	-0.056983559	-0.090893063	-0.159336098	-0.045665635	0.049898473	-0.045406503	0.227574097	0.356131116	-0.088241992	-0.077073206	-0.118061844	-0.09945301	0.096123929	0.017068601	0.281865743	0.255362467	0.056187624	0.05865611	-0.172600421	-0.106894916
EIF1AX;EIF1AY	P47813;O14602	0.71529978	0.743751856	0.323180674	-0.156285733	-0.82572018	-1.010711899	-1.062737333	1.269585265	0.642791709	0.614688026	0.137307269	-0.386910428	-1.167430853	-1.199920683	-1.033676219	1.056885105	0.563985998	0.578479264	0.074146819	-0.526222736	-1.601644328	-1.521689351	-1.572482719	1.02516173
ZNF581	Q9P0T4	0.16666672	0.070851993	0.428351386	0.285831048	0.189026954	-0.036178008	-0.349766441	-0.11903352	0.129145911	0.130749528	0.332577962	0.152516389	0.053410505	-0.068736465	-0.144568319	-0.18555606	0.14837538	0.046273667	0.207325677	0.095821852	0.096375547	-0.221339728	-0.314378311	-0.231342528
DDOST	P39656;P39656-3;P39656-2	0.144657252	0.00770612	0.204095131	0.034398107	-0.192694572	-0.28750418	0.148515582	0.016209681	0.029214041	-0.012928843	0.20145778	0.014246535	-0.379119681	-0.237516166	0.074697185	-0.176772998	0.269061514	0.306369169	0.262673993	0.105614125	-0.069483333	-0.003219276	0.163288589	-0.043403964
MRPL15	Q9P015	0.077340176	-0.05856055	0.059099188	0.047268545	-0.011404671	-0.101611985	-0.042515456	0.004272388	0.080127914	0.133071177	0.12397474	0.107832561	0.077018092	-0.035887834	-0.015284346	-0.023181951	0.097621519	0.110912051	0.09959884	0.102791848	0.009790995	-0.117527497	-0.008852554	-0.028792291
TAOK2	Q9UL54-2	-0.006528127	-0.036659006	-0.105666856	-0.135466842	-0.210621628	-0.04865399	-0.010246931	-0.095257752	0.02137806	-0.013321032	-0.056820916	-0.036571315	-0.051917399	0.008688209	0.023157743	0.019249013	-0.021827279	0.016780852	-0.035128566	0.011940602	0.018447253	0.016265359	0.125300205	-0.010699763
ZNRD2	O60232	-0.18970217	-0.07418928	-0.083697992	-0.106124485	0.545711691	0.507813262	0.236779767	0.240129764	-0.175030691	-0.170420823	-0.411159261	-0.332470159	0.227813592	0.262606276	0.150045236	0.014782866	-0.197109012	0.025060692	-0.238993663	-0.19446817	-0.017338573	0.109051628	0.078484375	0.217358203
EIF2AK3	Q9NZJ5	0.020829543	-0.10132757	0.057115474	5.55E-05	-0.094603445	0.002011306	0.032608169	-0.11254973	0.019210847	-0.001589832	0.127074869	0.0725916	-0.054189694	-0.024096869	-0.001651278	-0.200565897	0.090198162	0.002413754	0.137859631	0.107673074	0.048891949	-0.045555762	-0.016320015	-0.179873626
INPP5K	Q9BT40;Q9BT40-2	-0.002611377	-0.201700239	0.725803477	0.261764364	-0.107240559	0.115724351	-0.145925484	0.042066657	-0.228492206	-0.476157414	0.226524892	0.238813007	-0.31678021	-0.208193149	-0.225221479	-0.377116295	-0.034928019	-0.287246124	0.497524858	0.177457952	-0.019486661	0.058616016	0.055365899	-0.285036313
PRKACA	P17612;P17612-2;P22612	0.042398634	0.116245618	0.079296806	0.021883844	0.062866105	0.31870832	0.073382395	0.299608167	0.098770098	0.111467131	-0.03471624	-0.275772531	0.05950251	0.184558187	0.181681427	0.206768823	-0.057352176	-0.106837232	-0.097845395	-0.101351544	-0.159622048	0.138281529	-0.003184241	0.269059171
ANXA1	P04083	-0.028621052	-0.070808314	-0.016272059	-0.237076408	-0.22447649	-0.171209412	-0.317319765	-0.134846546	-0.020961413	0.142099523	-0.013014722	-0.002742033	-0.042580181	-0.077034589	-0.267537037	-0.003448812	0.099081103	0.030002207	0.039483115	6.66E-04	0.157469302	0.087642226	0.035410929	-0.114124739
PCGF3	Q3KNV8;Q3KNV8-2	-0.131690602	-0.035216741	0.262007657	0.34972801	0.317960695	0.013715234	-0.026301489	-0.255926468	-0.131007652	-0.028199675	0.098164399	0.128414704	0.162534608	0.031111791	0.034257288	-0.323083378	-0.158645343	-0.078329701	0.197120279	0.2137518	0.255216868	-0.141488384	-0.024086217	-0.36868687
PARP1	P09874	-0.242955615	-0.181472863	0.060361731	-0.002550495	-0.115668536	-0.065655263	-0.094172891	-0.022270975	-0.068378616	-0.146485839	0.083468538	0.118951751	0.039897255	-0.050205238	-0.035845544	0.029532281	-0.112803537	-0.116841384	0.173974346	0.223901643	0.07006492	-0.027177335	-0.008074629	0.030975994
ENO2	P09104;P09104-2	-0.712703476	-0.709259477	0.077873146	-0.162862614	0.011789342	0.416009327	0.192099257	0.027301746	-0.434312651	-0.62342059	0.126536874	-0.099692812	0.223191487	0.460075227	0.251993288	0.017375655	-0.285907043	-0.663913084	0.169754445	-0.045296604	0.515855153	0.54956635	0.274220212	0.055433627
RBM27	Q9P2N5	-0.058662849	-0.283184112	0.624283816	0.216237057	0.059738101	0.206303603	0.156253168	0.101022386	-0.159119633	-0.997474706	0.254063069	-0.021671521	0.40109287	0.068636635	0.089813152	0.04207519	-0.05201536	-0.402556141	0.461748903	0.053528361	-0.114745275	-0.027863206	-0.258192069	0.046065966
WDR41	Q9HAD4;Q9HAD4-2	-0.133020856	-0.093691313	0.081714506	0.205197312	0.20239571	0.113766781	0.124680784	-0.083756833	-0.127296726	-0.166671292	-0.049200969	0.071046631	0.065275101	0.092435935	0.132721572	-0.115808549	-0.108551873	-0.157702788	0.004314517	-0.006281055	-0.083509584	0.020559381	-0.043425506	-0.124990388
RFK	Q969G6	-0.195601666	-0.290580996	0.11242343	0.001101398	-0.125220808	0.140341687	0.221237354	0.110037513	-0.193602134	-0.209367476	0.08906939	-0.116744214	-0.237325747	0.185172521	0.082087509	-0.279402459	-0.245450196	0.045255477	0.029433808	0.01719418	0.302381311	0.292196239	-0.055276428	0.052974656
FNBP4	Q8N3X1;Q8N3X1-2	-0.105968574	-0.165215773	0.070621589	0.051895817	-0.011006132	0.045025351	0.061864368	0.188494096	0.013821401	-0.082077229	0.1764464	0.188181034	0.084691841	0.098637057	0.125507942	0.132438279	-0.095946315	-0.115118972	0.070769561	0.162216584	-0.019312598	-0.092875165	-0.00320954	0.068041753
GET4	Q7L5D6;Q7L5D6-2	-0.207964764	-0.014527382	-0.16671651	-0.031314724	0.27723952	0.228314189	-0.072278313	-0.405835941	-0.169939206	-0.118991022	-0.182595688	-0.215751717	0.109959688	0.164518701	0.08791437	-0.089644994	-0.048740494	-0.023363283	-0.100760085	-0.067107037	0.210366895	0.282416138	0.194281966	-0.081413473
TLK1	Q9UKI8-2;Q9UKI8;Q9UKI8-5;Q9UKI8-4;Q9UKI8-3	-0.05807081	-0.047708019	0.281510325	0.192347572	0.295416176	0.142703373	-0.037837566	-0.181409626	-0.043554984	-0.057442785	0.102058375	0.019244871	0.141891196	0.031633501	-0.011939948	-0.185200707	-0.09092514	-0.121757633	0.084596911	0.051090964	0.117062703	-0.107229149	-0.078892054	-0.36435084
NOL10	Q9BSC4;Q9BSC4-2;Q9BSC4-4;Q9BSC4-3	7.34E-04	0.029992122	0.094448017	-0.089754737	-0.109439089	-0.002119358	0.035446689	0.221875834	-0.032289436	-0.023512086	0.012348739	-0.067218348	-0.105140801	-0.023293996	-0.018169113	0.155216813	-0.074205533	0.011140883	0.035738357	-0.037953012	-0.063844221	0.064187113	0.096615158	0.234844013
GDAP1	Q8TB36;Q8TB36-2	0.085174495	0.226092033	0.73986929	0.625045695	0.107745633	0.261760458	0.195307787	0.54633846	0.274844544	0.228199596	0.438307001	0.431412699	0.329717103	-0.124103739	0.173539903	0.206179747	-0.273593739	-0.119582205	-0.180245986	-0.224322009	-0.232129618	-0.644497093	-0.554114981	-0.304054658
MRPL10	Q7Z7H8;Q7Z7H8-2	-0.202638309	-0.295504452	-0.214824926	-0.226839018	0.011416377	0.052644408	-0.047581911	-0.022980738	-0.036167995	-0.044303577	-0.184965103	-0.174466607	0.079113777	0.119322671	0.088050341	-0.049361874	0.027714767	-0.139763059	-0.235147907	-0.269760285	-0.010571881	0.125542844	0.066139012	0.264711719
TSR2	Q969E8	0.064814048	0.124259328	-0.095746031	-0.064226991	0.178157422	0.09247949	-0.015320258	0.152966058	0.092726893	0.103103273	-0.11412265	-0.20136228	3.23E-05	0.067042709	0.105979134	0.174602637	0.097983354	0.080402649	-0.20275055	-0.290752304	-0.142363176	-0.058184265	-0.065017456	0.108101033
PHB2	Q99623;Q99623-2	-0.21207531	-0.227585931	0.009161982	-0.1305058	-0.097314	0.148329358	0.171972816	0.028312869	-0.136946806	-0.236082685	0.005465875	-0.05144475	-0.034630158	0.129651948	0.170374761	0.060572315	-0.123542491	-0.110383188	0.021769586	0.045263738	0.043164472	0.214537924	0.248723965	0.087639561
ELAC1	Q9H777	-0.085205362	-0.165407209	0.195108894	0.107361753	-0.011091575	0.125398294	-0.025220713	0.044432944	0.026141739	-0.169856967	0.189715021	0.109754314	0.123467457	0.038620423	-0.047069926	-0.069787511	-0.034182967	-0.073261052	0.184274745	0.135746474	0.118390056	0.017121159	0.031358671	-0.04671093
BET1L	Q9NYM9	0.017958774	0.076298084	-0.155778207	0.007003934	0.158951628	0.107543382	0.083980245	-0.242271724	0.066769246	0.066327701	-0.14261191	0.012507265	0.096436019	0.077328595	0.03667245	-0.253545371	0.051446565	0.02261001	-0.236242913	-0.158598137	-0.107171731	0.0742835	0.041596705	-0.227133944
USF2	Q15853;Q15853-2;Q15853-3;Q15853-4	0.107877342	0.104984224	0.036858326	0.043569406	0.130231735	-0.028757533	-0.074413124	-0.071362292	0.061683382	0.105096512	-0.008166887	-0.048333394	0.007178371	-0.095931756	-0.065944027	-0.122074839	0.085374763	0.096544711	-0.02226373	-0.0694914	-0.046719461	-0.090111686	-0.143298784	-0.053533008
METTL3	Q86U44;Q86U44-2	0.23318448	0.173883673	0.274108802	0.249695956	0.36199455	0.047925357	-0.145885755	-0.113861372	0.181946125	0.171786583	0.135982094	0.054392559	0.099680269	0.004564857	-0.041326386	-0.208000835	0.077965351	0.014285081	-0.038973449	-0.076283097	0.023922136	-0.010084325	-0.256775459	-0.302035754
SPIN2B;SPIN2A	Q9BPZ2;Q99865	0.207449818	-0.13980239	0.04818901	0.097831709	-0.389930789	0.123258735	-0.191510411	-0.461320261	0.135304175	-0.143062661	0.233761321	0.19194277	-0.173638807	0.193933831	0.35372806	-0.184704322	-0.031398861	-0.045151204	-0.179783941	-0.101370437	-0.181409707	0.255446348	-0.023022389	-0.128268536
WRAP53	Q9BUR4	-0.093910256	-0.153629369	0.053061694	-0.053846181	-0.030752023	0.134282983	0.072660226	0.156041184	-0.073704452	-0.135165677	-0.045744481	0.009467418	-0.027700223	0.076508958	0.017588217	0.081951619	-0.116461528	-0.11191902	0.012283895	-0.015763358	0.019922541	0.109909459	0.062409459	0.100181613
RPA3	P35244	-0.069317726	-0.02899952	0.016936408	0.044254308	0.175667836	0.079062634	0.038988306	-0.05303058	-0.104279942	-0.082247159	-0.0734712	0.017267689	0.077683712	0.08633496	0.032192505	-0.170146533	-0.047742632	-0.074920733	-0.141531031	-0.090417915	0.043165144	-0.017392773	0.001267276	-0.072364988
RNF126	Q9BV68	0.101844178	0.147779497	0.031254341	0.042670572	0.251686444	0.005320292	0.047468834	0.080193447	0.015720957	0.124766429	-0.031428475	-0.171628636	-0.056999993	-0.044297409	-0.034816982	-0.041849914	-0.041826955	-0.028013004	-0.075934356	-0.191760955	-0.143514441	-0.209303246	-0.145029338	-0.005971548
MRPL24	Q96A35	0.069818772	-0.276172239	0.085595386	0.080486281	-0.141783059	0.018755019	-0.026538461	-0.328032693	-0.018213288	-0.248239422	0.006087138	0.108260703	0.177876467	0.202086858	0.175441537	-0.042253127	-0.011099968	-0.228936188	0.115680677	0.340694889	0.096705194	0.193424982	0.321836661	-0.400331739
PANK2	Q9BZ23;Q9BZ23-3;Q9BZ23-4;Q9BZ23-2	-0.039490757	0.043953187	-0.242850569	-0.304201279	-0.472812663	-0.100203337	0.050495142	0.157662267	0.052078785	0.120457993	-0.030264881	-0.192668394	-0.311492585	-0.053160415	0.042245928	0.306392684	-0.048076217	0.073254487	-0.081049344	-0.229733885	-0.275678615	0.106225512	0.068382774	0.314430316
MSRB2	Q9Y3D2	-0.06837375	-0.057477116	-0.161246335	-0.01354984	0.025457436	0.069950635	0.055346412	-0.231456135	0.022105218	-0.027016501	-0.149944904	0.06433257	-0.011210487	0.16566544	0.106391928	-0.331380341	-0.003008357	0.076448846	-0.161944563	0.043568913	0.108575433	0.13576983	0.264359353	-0.235408075
GDAP2	Q9NXN4;Q9NXN4-2	0.00615492	0.003791351	0.299308231	0.319144701	0.18412411	-0.019998177	-0.179313998	-0.154983584	0.085380709	0.020721374	0.38851395	0.27090715	0.137929967	-0.021645313	-0.026692782	-0.006282938	-0.025256245	-0.015658298	0.201740637	0.163443997	-0.120393373	-0.180844587	-0.335828296	-0.175738874
DHX38	Q92620;Q92620-2	0.062140825	0.186656775	0.287535019	-0.159518568	0.141332673	0.06820985	-0.066442904	0.224327863	-0.0547722	-0.052183151	-0.153971919	-0.246887079	-0.301924759	-0.177534759	-0.059544415	-0.026825108	0.028698063	0.093506402	-0.019187793	-0.202813404	0.053385551	0.06806234	-0.065794263	0.228063832
NMT2	O60551	-0.188899824	-0.043031075	-0.263950099	-0.204545151	-0.211944633	-0.229201707	-0.081000807	0.024391567	-0.061375653	-0.101429587	-0.042987043	-0.004866978	-0.124916449	-0.040657289	0.080746561	0.104068301	0.067312364	-0.074252796	-0.025008731	-0.095007353	-0.093730573	0.112952412	0.122955926	0.123512791
PPME1	Q9Y570;Q9Y570-4;Q9Y570-3	-0.046742628	0.033695358	0.06483684	-0.317485876	-0.054682561	0.124950947	-0.08929414	0.473942629	0.029353065	-0.073547441	-0.095784439	-0.242661364	-0.037275949	0.068440423	0.017605692	0.113353579	0.041624793	0.052883176	-0.289102914	-0.395695282	-0.247624261	-0.052220367	-0.006649461	0.026444024
CNNM2	Q9H8M5;Q9H8M5-2;Q9H8M5-3	-0.171987367	-0.072613064	-0.181670795	-0.084239454	-0.079524779	0.040880759	0.172158569	0.025679423	-0.093278741	-0.062055003	-0.093875646	-0.074201245	0.00794946	0.109884922	0.182541101	0.083503834	-0.122260184	-0.01163963	-0.083289588	-0.022436866	0.040865177	0.153324877	0.2758287	0.167732107
RBM7	Q9Y580	-0.015200468	-0.112144693	0.113803619	0.047971994	-0.230786256	0.078233968	0.013048042	0.042379895	0.039532756	-0.140111891	0.042108467	0.147304849	-0.034738412	-0.020111866	-0.004526581	-0.048555472	0.049446977	-0.028499434	0.171911889	0.220302666	0.18842161	0.05076916	0.108404794	-0.092266848
ARIH1	Q9Y4X5	0.101976333	0.032041965	0.240605532	0.210081202	0.240560411	0.174763122	0.191893107	-0.126844763	-0.069107041	-0.003392076	-0.096174524	0.012804084	0.115553525	0.129580969	0.053046629	-0.141733337	0.028317775	-0.018741752	-0.077052787	-0.071781498	0.11182748	0.148701274	0.081051418	-0.234793062
MRPL49	Q13405	-0.043708894	-0.138084769	0.534936667	0.391275233	-0.239741063	-0.249127306	-0.340725358	-0.297385799	-0.021175247	-0.197544935	0.532776054	0.553046287	-0.116349585	-0.344789499	-0.354467116	-0.249409968	0.003527158	-0.069093932	0.62101183	0.598096004	0.120687941	-0.093539356	-0.125755596	-0.226662339
BCL2L13	Q9BXK5;Q9BXK5-2;Q9BXK5-4	-0.053389885	-0.008322446	0.246341167	0.08874793	0.140533601	0.028361944	-0.032580149	-0.036937029	-0.002174779	0.021569849	0.108629127	0.035918415	0.052642495	0.027313425	0.014285962	-0.10731957	-0.002120576	0.039817071	0.10952804	0.0481142	0.052139102	-0.032005069	-0.033109425	-0.124861544
NSUN4	Q96CB9;Q96CB9-4;Q96CB9-2;Q96CB9-3	0.450865545	0.434642343	0.235640214	-0.006952682	0.221963736	0.461163098	-0.437549663	0.24486701	0.114976502	0.236527321	-0.078708279	-0.15333303	-0.189639836	0.007983313	-0.156550265	-0.049646071	0.290789804	0.299998524	-0.144495068	-0.22620889	-0.164498923	0.019078306	-0.457569233	-0.05150727
TRAPPC2L	Q9UL33;Q9UL33-2	0.111649657	0.033440724	0.029450287	0.046518553	0.034821164	0.032090339	0.059086272	-0.004387529	0.032546506	-0.00859031	0.015603055	0.051584431	0.027794549	-0.089600711	-0.019305012	-0.033702347	0.038922181	0.054327433	0.044229513	0.050953636	0.027262697	-0.060933855	-0.071360461	-0.03523829
SEC61B	P60468	-0.089626716	-0.117492443	0.111862799	-0.069556095	0.010254254	0.292162349	0.201251636	0.141876185	-0.071865738	-0.035511476	0.001599611	-0.12548605	0.114804516	0.208201942	0.244578649	0.120097172	-0.166127388	-0.100724683	-0.009008264	-0.06041247	-0.035965668	0.15146612	0.187075025	0.027373332
GCFC2	P16383;P16383-2;P16383-4	-0.024072513	0.001363927	-0.099272493	-0.158160466	-0.112700635	-0.081902942	0.033164739	-0.016923239	0.087746108	0.051498634	-0.019118229	0.088215118	0.002765483	-0.001029877	0.002475786	-0.013193007	0.043138195	0.029525855	-0.021991361	-0.008096472	0.057672796	0.036413746	0.105577471	-0.001565991
GSTO1	P78417;P78417-3;P78417-2	-0.114397588	-0.090245247	0.045298976	-0.010591743	-0.074522856	0.017598768	0.055128333	-0.006134525	-0.040014088	-0.096337848	0.029910447	0.045157571	0.093172457	0.011597486	0.04942902	0.018854813	-0.085317957	-0.056509021	0.083431559	0.162282293	0.12043428	0.071730556	0.049804026	-0.001431955
MRPL47	Q9HD33;Q9HD33-2	-0.034265563	-0.084308312	0.173996667	0.070634157	-0.066919317	0.184572747	0.212759279	0.081652997	-0.077761708	-0.251468109	0.037929815	0.050500983	-0.035393094	-0.043911992	0.044187625	-0.075517864	-0.127385814	-0.141054664	0.098661687	0.106804174	0.005632896	0.013169505	0.069931392	-0.095369488
ZNF292	O60281-2;O60281	-0.063058058	-0.003531434	-0.269851501	-0.380267707	-0.133202191	0.146325025	0.190467214	0.441326579	-0.066256115	-0.103416677	-0.24336838	-0.564476695	-0.283571236	0.183170525	0.336631092	0.402130175	-0.15912852	-0.120459123	-0.258174725	-0.470450406	-0.548296701	0.069625656	0.176677897	0.354448154
ADGRA3	Q8IWK6;Q8IWK6-3;Q8IWK6-2	-0.03638161	-0.037010164	0.199157664	0.261115627	0.163640856	0.02259278	-0.076645759	-0.20433356	0.035329222	-0.038985844	0.134493158	0.094714495	0.062347415	0.027394935	0.084850535	-0.174014641	-0.069426005	-0.020390963	0.084304001	0.148996723	0.04876052	-0.018700013	-0.05254352	-0.226514266
LMTK2	Q8IWU2	-0.246082035	-0.192073574	-0.613397351	-0.13711951	-0.241621679	-0.309035435	-0.151146054	-0.276792799	-0.206109407	-0.133391546	-0.188263114	-0.135581143	-0.078016354	-0.01491303	-0.115331737	0.078161307	-0.194376556	-0.051974945	-0.149828773	-0.014793783	0.064940902	-0.126998818	0.067147492	0.007059838
SLC25A4	P12235;Q9H0C2	0.154944649	0.076674758	-0.178602936	0.185715216	0.63531578	0.636603378	-0.125924287	-0.269948114	-0.132271164	-0.247675525	-0.319870193	-0.431316253	0.239968664	0.261203913	-0.047796364	-0.030441151	-0.010171021	-0.156179449	-0.508159259	-0.558627377	-0.109676068	0.079676103	0.032623045	-0.101754615
FAF1	Q9UNN5;Q9UNN5-2	-0.459757042	-0.17376165	-0.614041681	-0.501882211	-0.301111286	-0.282141759	0.039283788	-0.161906378	-0.025188129	-0.017268438	-0.263863921	-0.301689301	-0.257438785	-0.099617086	0.171729079	0.26266153	-0.025861611	0.286825171	0.24783268	0.086538133	0.009059358	0.329765885	0.117674269	0.457074826
